serid,type,time
1.3.12.2.1107.5.1.4.66580.30000016062800141215600097405,Detection-GeneratePatches,8.11158
1.3.12.2.1107.5.1.4.66580.30000016062800141215600097405,Detection-SplitPatches,0.00019
1.3.12.2.1107.5.1.4.66580.30000016062800141215600038636,Detection-2ModelPredict,48.96440
1.3.12.2.1107.5.1.4.66580.30000016062800141215600038636,Detection-2ModelGetPbb,0.97555
1.3.12.2.1107.5.1.4.66580.30000016062800141215600038636,Detection-Concat,0.00012
1.3.12.2.1107.5.1.4.66580.30000016032300453103500223087,LungLeaf-PostProcessingAndDetection,25.06607
1.3.12.2.1107.5.1.4.66580.30000016032300453103500223087,LungLeaf-PositionPrediction,1.00202
1.3.12.2.1107.5.1.4.66580.30000016032300453103500223087,LungSeg-LungSegPrediction-StageOne,0.10663
1.3.12.2.1107.5.1.4.66580.30000016032300453103500223087,LungSeg-LungSegPrediction,0.61685
1.3.12.2.1107.5.1.4.66580.30000016062800141215600093216,Preprocess-Cpp,59.99079
1.3.12.2.1107.5.1.4.58462.30000017032108051748400104635,LungLeaf-FissureSegmentation-PatchPrediction,16.10744
1.3.12.2.1107.5.1.4.58462.30000017032108051748400104635,LungLeaf-FissureSegmentation-MergeResult,0.07916
1.3.12.2.1107.5.1.4.58462.30000017032108051748400104635,LungLeaf-FissureSegmentation,41.60561
1.3.12.2.1107.5.1.4.66580.30000016062800141215600038636,Detection-Dbscan,10.60214
1.3.12.2.1107.5.1.4.66580.30000016062800141215600038636,Detection-Relocate,0.00140
1.3.12.2.1107.5.1.4.66539.30000016070400210554200150869,Preprocess-Cpp,74.84900
1.3.12.2.1107.5.1.4.66580.30000016062800141215600093216,Preprocess-Python,22.29455
1.3.12.2.1107.5.1.4.66580.30000016062800141215600093216,Detection-PrepareLoader,0.00007
1.3.12.2.1107.5.1.4.66580.30000016062800141215600038636,PostProcess-AirwayModel,0.53939
1.3.12.2.1107.5.1.4.66580.30000016062800141215600093216,Detection-GeneratePatches,5.63569
1.3.12.2.1107.5.1.4.66580.30000016062800141215600093216,Detection-SplitPatches,0.00017
1.3.12.2.1107.5.1.4.58462.30000017032108051748400104635,LungLeaf-PostProcessingAndDetection,25.25227
1.3.12.2.1107.5.1.4.58462.30000017032108051748400104635,LungLeaf-PositionPrediction,1.00173
1.3.12.2.1107.5.1.4.58462.30000017032108051748400104635,LungSeg-LungSegPrediction-StageOne,0.60811
1.3.12.2.1107.5.1.4.58462.30000017032108051748400104635,LungSeg-LungSegPrediction,1.54990
1.3.12.2.1107.5.1.4.66580.30000016062800141215600097405,Detection-2ModelPredict,52.46682
1.3.12.2.1107.5.1.4.66580.30000016062800141215600097405,Detection-2ModelGetPbb,0.97512
1.3.12.2.1107.5.1.4.66580.30000016062800141215600097405,Detection-Concat,0.00012
1.3.12.2.1107.5.1.4.66539.30000016070400210554200150869,Preprocess-Python,34.95945
1.3.12.2.1107.5.1.4.66539.30000016070400210554200150869,Detection-PrepareLoader,0.00008
1.3.12.2.1107.5.1.4.66539.30000016062100205058200112687,PostProcess-fpAreaCheck,0.00299
1.3.12.2.1107.5.1.4.66539.30000016062100205058200112687,PostProcess-NoduleSegmentation,70.09113
1.3.12.2.1107.5.1.4.66539.30000016062100205058200112687,PostProcess-DensityClassification,2.59967
1.3.12.2.1107.5.1.4.66539.30000016062100205058200112687,PostProcess-MaliClassification,6.86449
1.3.12.2.1107.5.1.4.66539.30000016062100205058200112687,LungLeaf-FissurePreproc,1.59201
1.3.12.2.1107.5.1.4.66539.30000016070400210554200150869,Detection-GeneratePatches,9.17757
1.3.12.2.1107.5.1.4.66539.30000016070400210554200150869,Detection-SplitPatches,0.00017
1.3.12.2.1107.5.1.4.66580.30000016062800141215600038636,PostProcess-fpAreaCheck,0.00171
1.3.12.2.1107.5.1.4.66580.30000016062800141215600038636,PostProcess-NoduleSegmentation,32.37907
1.3.12.2.1107.5.1.4.66580.30000016062800141215600038636,PostProcess-DensityClassification,1.00587
1.3.12.2.1107.5.1.4.66580.30000016062800141215600038636,PostProcess-MaliClassification,4.64976
1.3.12.2.1107.5.1.4.66580.30000016081900111518400020619,Preprocess-Cpp,71.83803
1.3.12.2.1107.5.1.4.66580.30000016062800141215600038636,LungLeaf-FissurePreproc,1.43492
1.3.12.2.1107.5.1.4.66580.30000016062800141215600093216,Detection-2ModelPredict,41.87337
1.3.12.2.1107.5.1.4.66580.30000016062800141215600093216,Detection-2ModelGetPbb,0.83422
1.3.12.2.1107.5.1.4.66580.30000016062800141215600093216,Detection-Concat,0.00011
1.3.12.2.1107.5.1.4.66539.30000016062100205058200112687,LungLeaf-FissureSegmentation-SlidingWindow,21.12080
1.3.12.2.1107.5.1.4.66580.30000016062800141215600038636,LungLeaf-FissureSegmentation-SlidingWindow,12.86186
1.3.12.2.1107.5.1.4.66580.30000016062800141215600038636,LungLeaf-FissureSegmentation-PatchPrediction,10.68415
1.3.12.2.1107.5.1.4.66539.30000016092100191563500072098,Preprocess-Cpp,66.72370
1.3.12.2.1107.5.1.4.66580.30000016062800141215600038636,LungLeaf-FissureSegmentation-MergeResult,0.04515
1.3.12.2.1107.5.1.4.66580.30000016062800141215600038636,LungLeaf-FissureSegmentation,29.59151
1.3.12.2.1107.5.1.4.66580.30000016081900111518400020619,Preprocess-Python,32.62036
1.3.12.2.1107.5.1.4.66580.30000016081900111518400020619,Detection-PrepareLoader,0.00006
1.3.12.2.1107.5.1.4.66539.30000016062100205058200112687,LungLeaf-FissureSegmentation-PatchPrediction,16.84641
1.3.12.2.1107.5.1.4.66539.30000016062100205058200112687,LungLeaf-FissureSegmentation-MergeResult,0.08048
1.3.12.2.1107.5.1.4.66539.30000016062100205058200112687,LungLeaf-FissureSegmentation,45.78374
1.3.12.2.1107.5.1.4.66580.30000016081900111518400020619,Detection-GeneratePatches,8.71520
1.3.12.2.1107.5.1.4.66580.30000016081900111518400020619,Detection-SplitPatches,0.00020
1.3.12.2.1107.5.1.4.66580.30000016062800141215600097405,Detection-Dbscan,36.53193
1.3.12.2.1107.5.1.4.66580.30000016062800141215600097405,Detection-Relocate,0.00123
1.3.12.2.1107.5.1.4.66580.30000016062800141215600097405,PostProcess-AirwayModel,0.57801
1.3.12.2.1107.5.1.4.66580.30000016062800141215600038636,LungLeaf-PostProcessingAndDetection,20.20591
1.3.12.2.1107.5.1.4.66580.30000016062800141215600038636,LungLeaf-PositionPrediction,0.00030
1.3.12.2.1107.5.1.4.66580.30000016062800141215600038636,LungSeg-LungSegPrediction-StageOne,0.09015
1.3.12.2.1107.5.1.4.66580.30000016062800141215600038636,LungSeg-LungSegPrediction,0.47748
1.3.12.2.1107.5.1.4.66580.30000016062800141215600093216,Detection-Dbscan,28.40470
1.3.12.2.1107.5.1.4.66580.30000016062800141215600093216,Detection-Relocate,0.00122
1.3.12.2.1107.5.1.4.66580.30000016062800141215600093216,PostProcess-AirwayModel,0.55471
1.3.12.2.1107.5.1.4.66580.30000016111600561407700099909,Preprocess-Cpp,69.20489
1.3.12.2.1107.5.1.4.66539.30000016070400210554200150869,Detection-2ModelPredict,67.88430
1.3.12.2.1107.5.1.4.66539.30000016070400210554200150869,Detection-2ModelGetPbb,1.26017
1.3.12.2.1107.5.1.4.66539.30000016070400210554200150869,Detection-Concat,0.00014
1.3.12.2.1107.5.1.4.66539.30000016062100205058200112687,LungLeaf-PostProcessingAndDetection,31.10931
1.3.12.2.1107.5.1.4.66539.30000016092100191563500072098,Preprocess-Python,38.17591
1.3.12.2.1107.5.1.4.66539.30000016092100191563500072098,Detection-PrepareLoader,0.00008
1.3.12.2.1107.5.1.4.66539.30000016062100205058200112687,LungLeaf-PositionPrediction,1.00146
1.3.12.2.1107.5.1.4.66539.30000016062100205058200112687,LungSeg-LungSegPrediction-StageOne,0.13769
1.3.12.2.1107.5.1.4.66539.30000016062100205058200112687,LungSeg-LungSegPrediction,0.68273
1.3.12.2.1107.5.1.4.66580.30000016062800141215600093216,PostProcess-fpAreaCheck,0.00318
1.3.12.2.1107.5.1.4.66580.30000016062800141215600093216,PostProcess-NoduleSegmentation,15.61980
1.3.12.2.1107.5.1.4.66580.30000016062800141215600093216,PostProcess-DensityClassification,0.82943
1.3.12.2.1107.5.1.4.66580.30000016062800141215600093216,PostProcess-MaliClassification,2.13521
1.3.12.2.1107.5.1.4.66580.30000016062800141215600093216,LungLeaf-FissurePreproc,1.39063
1.3.12.2.1107.5.1.4.66539.30000016092100191563500072098,Detection-GeneratePatches,10.61677
1.3.12.2.1107.5.1.4.66539.30000016092100191563500072098,Detection-SplitPatches,0.00022
1.3.12.2.1107.5.1.4.66580.30000016111600561407700099909,Preprocess-Python,25.70010
1.3.12.2.1107.5.1.4.66580.30000016111600561407700099909,Detection-PrepareLoader,0.00006
1.3.12.2.1107.5.1.4.66580.30000016062800141215600097405,PostProcess-fpAreaCheck,0.00173
1.3.12.2.1107.5.1.4.66580.30000016062800141215600097405,PostProcess-NoduleSegmentation,31.78621
1.3.12.2.1107.5.1.4.66580.30000016062800141215600097405,PostProcess-DensityClassification,2.43362
1.3.12.2.1107.5.1.4.66580.30000016062800141215600097405,PostProcess-MaliClassification,4.80937
1.3.12.2.1107.5.1.4.66580.30000016062800141215600097405,LungLeaf-FissurePreproc,1.33110
1.3.12.2.1107.5.1.4.66580.30000016062800141215600093216,LungLeaf-FissureSegmentation-SlidingWindow,17.04441
1.3.12.2.1107.5.1.4.66580.30000016111600561407700099909,Detection-GeneratePatches,8.41957
1.3.12.2.1107.5.1.4.66580.30000016111600561407700099909,Detection-SplitPatches,0.00022
1.3.12.2.1107.5.1.4.66580.30000016062800141215600097405,LungLeaf-FissureSegmentation-SlidingWindow,20.47639
1.3.12.2.1107.5.1.4.66580.30000016062800141215600093216,LungLeaf-FissureSegmentation-PatchPrediction,12.90804
1.3.12.2.1107.5.1.4.66580.30000016062800141215600093216,LungLeaf-FissureSegmentation-MergeResult,0.03050
1.3.12.2.1107.5.1.4.66580.30000016062800141215600093216,LungLeaf-FissureSegmentation,36.08546
1.3.12.2.1107.5.1.4.66539.30000016070400210554200150869,Detection-Dbscan,33.18067
1.3.12.2.1107.5.1.4.66539.30000016070400210554200150869,Detection-Relocate,0.00161
1.2.840.113619.2.340.3.3232256356.329.1528787021.304.2105344,Preprocess-Cpp,16.05676
1.2.840.113619.2.340.3.3232256356.329.1528787021.304.2105344,Preprocess-Python,0.00017
1.3.12.2.1107.5.1.4.66580.30000016081900111518400020619,Detection-2ModelPredict,75.14995
1.3.12.2.1107.5.1.4.66580.30000016081900111518400020619,Detection-2ModelGetPbb,1.28361
1.3.12.2.1107.5.1.4.66580.30000016081900111518400020619,Detection-Concat,0.00013
1.3.12.2.1107.5.1.4.66539.30000016070400210554200150869,PostProcess-AirwayModel,0.66728
1.3.12.2.1107.5.1.4.66580.30000016062800141215600093216,LungLeaf-PostProcessingAndDetection,17.21846
1.3.12.2.1107.5.1.4.66580.30000016062800141215600093216,LungLeaf-PositionPrediction,1.00151
1.3.12.2.1107.5.1.4.66580.30000016062800141215600097405,LungLeaf-FissureSegmentation-PatchPrediction,13.36037
1.3.12.2.1107.5.1.4.66580.30000016062800141215600093216,LungSeg-LungSegPrediction-StageOne,0.05961
1.3.12.2.1107.5.1.4.66580.30000016062800141215600093216,LungSeg-LungSegPrediction,0.42296
1.3.12.2.1107.5.1.4.66580.30000016062800141215600097405,LungLeaf-FissureSegmentation-MergeResult,0.04124
1.3.12.2.1107.5.1.4.66580.30000016062800141215600097405,LungLeaf-FissureSegmentation,41.41478
1.2.840.113619.2.340.3.3232256356.329.1528787021.304.2105344,PostProcess-AirwayModel,0.20800
1.2.840.113619.2.340.3.3232256356.329.1528787021.304.2105344,PostProcess-fpAreaCheck,0.00057
1.2.840.113619.2.340.3.3232256356.329.1528787021.304.2105344,PostProcess-NoduleSegmentation,5.74638
1.2.840.113619.2.340.3.3232256356.329.1528787021.304.2105344,PostProcess-DensityClassification,0.75496
1.2.840.113619.2.340.3.3232256356.329.1528787021.304.2105344,PostProcess-MaliClassification,1.85633
1.2.840.113619.2.340.3.3232256356.329.1528787021.304.2105344,LungLeaf-FissurePreproc,1.68572
1.3.12.2.1107.5.1.4.66539.30000016111600221762700092135,Preprocess-Cpp,76.85895
1.3.12.2.1107.5.1.4.66580.30000016062800141215600097405,LungLeaf-PostProcessingAndDetection,27.89427
1.3.12.2.1107.5.1.4.66580.30000016062800141215600097405,LungLeaf-PositionPrediction,1.00182
1.3.12.2.1107.5.1.4.66580.30000016062800141215600097405,LungSeg-LungSegPrediction-StageOne,0.08844
1.3.12.2.1107.5.1.4.66580.30000016062800141215600097405,LungSeg-LungSegPrediction,0.56707
1.3.12.2.1107.5.1.4.54787.30000018061400051268700046444,Preprocess-Cpp,15.65814
1.3.12.2.1107.5.1.4.54787.30000018061400051268700046444,Preprocess-Python,0.00012
1.3.12.2.1107.5.1.4.66539.30000016070400210554200150869,PostProcess-fpAreaCheck,0.00167
1.3.12.2.1107.5.1.4.66539.30000016070400210554200150869,PostProcess-NoduleSegmentation,38.44801
1.3.12.2.1107.5.1.4.66539.30000016070400210554200150869,PostProcess-DensityClassification,2.38747
1.3.12.2.1107.5.1.4.66539.30000016070400210554200150869,PostProcess-MaliClassification,5.13234
1.3.12.2.1107.5.1.4.66539.30000016070400210554200150869,LungLeaf-FissurePreproc,1.86224
1.3.12.2.1107.5.1.4.66539.30000016092100191563500072098,Detection-2ModelPredict,92.30479
1.3.12.2.1107.5.1.4.66580.30000016111600561407700099909,Detection-2ModelPredict,76.93616
1.3.12.2.1107.5.1.4.66539.30000016092100191563500072098,Detection-2ModelGetPbb,1.40037
1.3.12.2.1107.5.1.4.66539.30000016092100191563500072098,Detection-Concat,0.00020
1.3.12.2.1107.5.1.4.66580.30000016111600561407700099909,Detection-2ModelGetPbb,1.10301
1.3.12.2.1107.5.1.4.66580.30000016111600561407700099909,Detection-Concat,0.00012
1.3.12.2.1107.5.1.4.54787.30000018061400051268700046444,PostProcess-AirwayModel,0.08232
1.2.840.113619.2.340.3.3232256356.329.1528787021.304.2105344,LungLeaf-FissureSegmentation-SlidingWindow,29.40745
1.3.12.2.1107.5.1.4.66580.30000016081900111518400020619,Detection-Dbscan,50.89340
1.3.12.2.1107.5.1.4.66580.30000016081900111518400020619,Detection-Relocate,0.00325
1.3.12.2.1107.5.1.4.66539.30000016111600221762700092135,Preprocess-Python,38.52828
1.3.12.2.1107.5.1.4.66539.30000016111600221762700092135,Detection-PrepareLoader,0.00007
1.3.12.2.1107.5.1.4.54787.30000018061500113731200007238,Preprocess-Cpp,15.02183
1.3.12.2.1107.5.1.4.54787.30000018061500113731200007238,Preprocess-Python,0.00014
1.3.12.2.1107.5.1.4.66580.30000016111600561407700099909,Detection-Dbscan,15.28298
1.3.12.2.1107.5.1.4.66580.30000016111600561407700099909,Detection-Relocate,0.00164
1.2.840.113619.2.340.3.3232256356.329.1528787021.304.2105344,LungLeaf-FissureSegmentation-PatchPrediction,2.83636
1.2.840.113619.2.340.3.3232256356.329.1528787021.304.2105344,LungLeaf-FissureSegmentation-MergeResult,0.02883
1.2.840.113619.2.340.3.3232256356.329.1528787021.304.2105344,LungLeaf-FissureSegmentation,42.72806
1.3.12.2.1107.5.1.4.54787.30000018061400051268700046444,PostProcess-fpAreaCheck,0.00256
1.3.12.2.1107.5.1.4.54787.30000018061400051268700046444,PostProcess-NoduleSegmentation,12.60716
1.3.12.2.1107.5.1.4.54787.30000018061400051268700046444,PostProcess-DensityClassification,0.13517
1.3.12.2.1107.5.1.4.54787.30000018061400051268700046444,PostProcess-MaliClassification,4.64591
1.3.12.2.1107.5.1.4.54787.30000018061400051268700046444,LungLeaf-FissurePreproc,0.80497
1.3.12.2.1107.5.1.4.66539.30000016070400210554200150869,LungLeaf-FissureSegmentation-SlidingWindow,24.51710
1.3.12.2.1107.5.1.4.54787.30000018061500113731200007238,PostProcess-AirwayModel,0.11068
1.3.12.2.1107.5.1.4.66580.30000016081900111518400020619,PostProcess-AirwayModel,0.51111
1.3.12.2.1107.5.1.4.66580.30000016111600561407700099909,PostProcess-AirwayModel,0.57349
1.3.12.2.1107.5.1.4.54787.30000018061500113731200007238,PostProcess-fpAreaCheck,0.00132
1.3.12.2.1107.5.1.4.54787.30000018061500113731200007238,PostProcess-NoduleSegmentation,3.48712
1.3.12.2.1107.5.1.4.54787.30000018061500113731200007238,PostProcess-DensityClassification,0.04486
1.3.12.2.1107.5.1.4.54787.30000018061500113731200007238,PostProcess-MaliClassification,2.22023
1.3.12.2.1107.5.1.4.54787.30000018061500113731200007238,LungLeaf-FissurePreproc,1.03477
1.3.12.2.1107.5.1.4.66539.30000016111600221762700092135,Detection-GeneratePatches,14.42443
1.3.12.2.1107.5.1.4.66539.30000016111600221762700092135,Detection-SplitPatches,0.00025
1.3.12.2.1107.5.1.4.54787.30000018061400051268700046444,LungLeaf-FissureSegmentation-SlidingWindow,18.23761
1.2.840.113619.2.340.3.3232256356.329.1528787021.304.2105344,LungSeg-LungSegPrediction-StageOne,0.06908
1.2.840.113619.2.340.3.3232256356.329.1528787021.304.2105344,LungSeg-LungSegPrediction,0.78721
1.3.12.2.1107.5.1.4.54787.30000018061500113731200007238,LungLeaf-FissureSegmentation-SlidingWindow,19.14652
1.3.12.2.1107.5.1.4.66539.30000016070400210554200150869,LungLeaf-FissureSegmentation-PatchPrediction,16.67196
1.3.12.2.1107.5.1.4.66539.30000016070400210554200150869,LungLeaf-FissureSegmentation-MergeResult,0.09878
1.3.12.2.1107.5.1.4.66539.30000016070400210554200150869,LungLeaf-FissureSegmentation,51.57416
1.3.12.2.1107.5.1.4.54787.30000018061400051268700046444,LungLeaf-FissureSegmentation-PatchPrediction,18.91134
1.3.12.2.1107.5.1.4.54787.30000018061400051268700046444,LungLeaf-FissureSegmentation-MergeResult,0.09950
1.3.12.2.1107.5.1.4.54787.30000018061400051268700046444,LungLeaf-FissureSegmentation,44.19673
1.3.12.2.1107.5.1.4.54787.30000018061500113731200007238,LungLeaf-FissureSegmentation-PatchPrediction,14.83568
1.3.12.2.1107.5.1.4.54787.30000018061500113731200007238,LungLeaf-FissureSegmentation-MergeResult,0.04956
1.3.12.2.1107.5.1.4.54787.30000018061500113731200007238,LungLeaf-FissureSegmentation,40.63143
1.3.12.2.1107.5.1.4.66539.30000016092100191563500072098,Detection-Dbscan,40.52996
1.3.12.2.1107.5.1.4.66539.30000016092100191563500072098,Detection-Relocate,0.00129
1.3.12.2.1107.5.1.4.54787.30000018061400051268700046444,LungSeg-LungSegPrediction-StageOne,0.27268
1.3.12.2.1107.5.1.4.54787.30000018061400051268700046444,LungSeg-LungSegPrediction,0.80198
1.3.12.2.1107.5.1.4.66539.30000016092100191563500072098,PostProcess-AirwayModel,0.53160
1.2.840.113619.2.340.3.3232256356.329.1528787037.976.2101250,Preprocess-Cpp,25.88573
1.3.12.2.1107.5.1.4.66580.30000016111600561407700099909,PostProcess-fpAreaCheck,0.00215
1.3.12.2.1107.5.1.4.66580.30000016111600561407700099909,PostProcess-NoduleSegmentation,48.16263
1.3.12.2.1107.5.1.4.66580.30000016111600561407700099909,PostProcess-DensityClassification,1.68257
1.3.12.2.1107.5.1.4.66580.30000016111600561407700099909,PostProcess-MaliClassification,4.58272
1.3.12.2.1107.5.1.4.66539.30000016070400210554200150869,LungLeaf-PostProcessingAndDetection,33.54577
1.3.12.2.1107.5.1.4.66580.30000016111600561407700099909,LungLeaf-FissurePreproc,1.20088
1.3.12.2.1107.5.1.4.66539.30000016070400210554200150869,LungLeaf-PositionPrediction,1.00167
1.3.12.2.1107.5.1.4.66539.30000016070400210554200150869,LungSeg-LungSegPrediction-StageOne,0.08682
1.3.12.2.1107.5.1.4.66539.30000016070400210554200150869,LungSeg-LungSegPrediction,0.64739
1.3.12.2.1107.5.1.4.54787.30000018061500113731200007238,LungLeaf-PostProcessingAndDetection,18.37961
1.3.12.2.1107.5.1.4.54787.30000018061500113731200007238,LungLeaf-PositionPrediction,1.00148
1.3.12.2.1107.5.1.4.54787.30000018061500113731200007238,LungSeg-LungSegPrediction-StageOne,0.07650
1.3.12.2.1107.5.1.4.54787.30000018061500113731200007238,LungSeg-LungSegPrediction,0.51488
1.2.840.113619.2.340.3.3232256356.329.1528787070.31.3,Preprocess-Cpp,10.28137
1.2.840.113619.2.340.3.3232256356.329.1528787070.31.3,Preprocess-Python,0.00019
1.3.12.2.1107.5.1.4.66580.30000016111600561407700099909,LungLeaf-FissureSegmentation-SlidingWindow,19.32140
1.2.840.113619.2.340.3.3232256356.329.1528787070.31.3,PostProcess-AirwayModel,0.21675
1.2.840.113619.2.340.3.3232256356.329.1528787070.31.3,PostProcess-fpAreaCheck,0.00025
1.2.840.113619.2.340.3.3232256356.329.1528787070.31.3,PostProcess-NoduleSegmentation,0.85429
1.2.840.113619.2.340.3.3232256356.329.1528787070.31.3,PostProcess-DensityClassification,0.00613
1.2.840.113619.2.340.3.3232256356.329.1528787070.31.3,PostProcess-MaliClassification,0.51858
1.2.840.113619.2.340.3.3232256356.329.1528787070.31.3,LungLeaf-FissurePreproc,0.73924
1.2.840.113619.2.340.3.3232256356.329.1528787082.35.2105345,Preprocess-Cpp,13.60326
1.2.840.113619.2.340.3.3232256356.329.1528787082.35.2105345,Preprocess-Python,0.00017
1.2.840.113619.2.340.3.3232256356.329.1528787037.976.2101250,Preprocess-Python,35.96479
1.2.840.113619.2.340.3.3232256356.329.1528787037.976.2101250,Detection-PrepareLoader,0.00008
1.3.12.2.1107.5.1.4.66539.30000016111600221762700092135,Detection-2ModelPredict,86.38700
1.3.12.2.1107.5.1.4.66539.30000016111600221762700092135,Detection-2ModelGetPbb,1.73780
1.3.12.2.1107.5.1.4.66539.30000016111600221762700092135,Detection-Concat,0.00018
1.2.840.113619.2.340.3.3232256356.329.1528787082.35.2105345,PostProcess-AirwayModel,0.14168
1.3.12.2.1107.5.1.4.66580.30000016111600561407700099909,LungLeaf-FissureSegmentation-PatchPrediction,10.23505
1.3.12.2.1107.5.1.4.66580.30000016111600561407700099909,LungLeaf-FissureSegmentation-MergeResult,0.07149
1.3.12.2.1107.5.1.4.66580.30000016111600561407700099909,LungLeaf-FissureSegmentation,37.56639
1.2.840.113619.2.340.3.3232256356.329.1528787082.35.2105345,PostProcess-fpAreaCheck,0.00027
1.2.840.113619.2.340.3.3232256356.329.1528787082.35.2105345,PostProcess-NoduleSegmentation,1.51750
1.2.840.113619.2.340.3.3232256356.329.1528787082.35.2105345,PostProcess-DensityClassification,0.00483
1.2.840.113619.2.340.3.3232256356.329.1528787082.35.2105345,PostProcess-MaliClassification,0.34465
1.2.840.113619.2.340.3.3232256356.329.1528787070.31.3,LungLeaf-FissureSegmentation-SlidingWindow,17.04931
1.3.12.2.1107.5.1.4.66539.30000016092100191563500072098,PostProcess-fpAreaCheck,0.00219
1.3.12.2.1107.5.1.4.66539.30000016092100191563500072098,PostProcess-NoduleSegmentation,38.23690
1.3.12.2.1107.5.1.4.66539.30000016092100191563500072098,PostProcess-DensityClassification,1.36124
1.3.12.2.1107.5.1.4.66539.30000016092100191563500072098,PostProcess-MaliClassification,3.60822
1.2.840.113619.2.340.3.3232256356.329.1528787082.35.2105345,LungLeaf-FissurePreproc,1.76378
1.3.12.2.1107.5.1.4.66539.30000016092100191563500072098,LungLeaf-FissurePreproc,2.39960
1.2.840.113619.2.340.3.3232256356.329.1528787037.976.2101250,Detection-GeneratePatches,12.88068
1.2.840.113619.2.340.3.3232256356.329.1528787037.976.2101250,Detection-SplitPatches,0.00021
1.2.840.113619.2.340.3.3232256356.329.1528787082.645.3,Preprocess-Cpp,15.37336
1.2.840.113619.2.340.3.3232256356.329.1528787082.645.3,Preprocess-Python,0.00020
1.2.840.113619.2.340.3.3232256356.329.1528787070.31.3,LungLeaf-FissureSegmentation-PatchPrediction,5.62374
1.2.840.113619.2.340.3.3232256356.329.1528787070.31.3,LungLeaf-FissureSegmentation-MergeResult,0.04669
1.2.840.113619.2.340.3.3232256356.329.1528787070.31.3,LungLeaf-FissureSegmentation,30.00592
1.2.840.113619.2.340.3.3232256356.329.1528787082.645.3,PostProcess-AirwayModel,0.15179
1.2.840.113619.2.340.3.3232256356.329.1528787070.31.3,LungSeg-LungSegPrediction-StageOne,0.05002
1.2.840.113619.2.340.3.3232256356.329.1528787070.31.3,LungSeg-LungSegPrediction,0.43390
1.2.840.113619.2.340.3.3232256356.329.1528787082.645.3,PostProcess-fpAreaCheck,0.00115
1.2.840.113619.2.340.3.3232256356.329.1528787082.645.3,PostProcess-NoduleSegmentation,3.23282
1.2.840.113619.2.340.3.3232256356.329.1528787082.645.3,PostProcess-DensityClassification,0.20911
1.2.840.113619.2.340.3.3232256356.329.1528787082.645.3,PostProcess-MaliClassification,2.37900
1.3.12.2.1107.5.1.4.66580.30000016111600561407700099909,LungLeaf-PostProcessingAndDetection,25.91189
1.2.840.113619.2.340.3.3232256356.329.1528787082.645.3,LungLeaf-FissurePreproc,1.01739
1.3.12.2.1107.5.1.4.66580.30000016111600561407700099909,LungLeaf-PositionPrediction,1.00150
1.3.12.2.1107.5.1.4.66580.30000016111600561407700099909,LungSeg-LungSegPrediction-StageOne,0.12044
1.3.12.2.1107.5.1.4.66580.30000016111600561407700099909,LungSeg-LungSegPrediction,0.65810
1.3.12.2.1107.5.1.4.66539.30000016092100191563500072098,LungLeaf-FissureSegmentation-SlidingWindow,27.88860
1.2.840.113619.2.340.3.3232256356.329.1528787082.35.2105345,LungLeaf-FissureSegmentation-SlidingWindow,34.91815
1.2.840.113619.2.340.3.3232256356.329.1528787084.219.3,Preprocess-Cpp,13.26102
1.2.840.113619.2.340.3.3232256356.329.1528787084.219.3,Preprocess-Python,0.00015
1.2.840.113619.2.340.3.3232256356.329.1528787082.645.3,LungLeaf-FissureSegmentation-SlidingWindow,24.24209
1.3.12.2.1107.5.1.4.66539.30000016092100191563500072098,LungLeaf-FissureSegmentation-PatchPrediction,15.63847
1.3.12.2.1107.5.1.4.66539.30000016092100191563500072098,LungLeaf-FissureSegmentation-MergeResult,0.06850
1.3.12.2.1107.5.1.4.66539.30000016092100191563500072098,LungLeaf-FissureSegmentation,52.88992
1.3.12.2.1107.5.1.4.66539.30000016111600221762700092135,Detection-Dbscan,24.17499
1.3.12.2.1107.5.1.4.66539.30000016111600221762700092135,Detection-Relocate,0.00187
1.2.840.113619.2.340.3.3232256356.329.1528787084.219.3,PostProcess-AirwayModel,0.13678
1.2.840.113619.2.340.3.3232256356.329.1528787082.35.2105345,LungLeaf-FissureSegmentation-PatchPrediction,15.98937
1.2.840.113619.2.340.3.3232256356.329.1528787082.35.2105345,LungLeaf-FissureSegmentation-MergeResult,0.06279
1.2.840.113619.2.340.3.3232256356.329.1528787082.35.2105345,LungLeaf-FissureSegmentation,59.74849
1.2.840.113619.2.340.3.3232256356.329.1528787084.405,Preprocess-Cpp,10.01516
1.2.840.113619.2.340.3.3232256356.329.1528787084.405,Preprocess-Python,0.00022
1.3.12.2.1107.5.1.4.66539.30000016111600221762700092135,PostProcess-AirwayModel,1.91383
1.2.840.113619.2.340.3.3232256356.329.1528787084.219.3,PostProcess-fpAreaCheck,0.00101
1.2.840.113619.2.340.3.3232256356.329.1528787084.219.3,PostProcess-NoduleSegmentation,5.22530
1.2.840.113619.2.340.3.3232256356.329.1528787084.219.3,PostProcess-DensityClassification,0.47061
1.2.840.113619.2.340.3.3232256356.329.1528787084.219.3,PostProcess-MaliClassification,2.17853
1.2.840.113619.2.340.3.3232256356.329.1528787084.219.3,LungLeaf-FissurePreproc,0.95909
1.2.840.113619.2.340.3.3232256356.329.1528787084.405,PostProcess-AirwayModel,0.08361
